지점,지점명,일시,기온(°C),강수량(mm)
108,서울,2018-08-25 06:00,23.5,
108,서울,2018-08-25 07:00,23.7,
108,서울,2018-08-25 08:00,24.1,
108,서울,2018-08-25 09:00,25.3,
108,서울,2018-08-25 10:00,26.3,
108,서울,2018-08-25 11:00,28,
108,서울,2018-08-25 12:00,27.9,
108,서울,2018-08-25 13:00,28.6,
108,서울,2018-08-25 14:00,29.2,
108,서울,2018-08-25 15:00,28.1,
108,서울,2018-08-25 16:00,27.2,
108,서울,2018-08-25 17:00,26.9,
108,서울,2018-08-25 18:00,27.1,
108,서울,2018-08-25 19:00,25.8,
108,서울,2018-08-25 20:00,24.6,
108,서울,2018-08-25 21:00,23.9,
108,서울,2018-08-25 22:00,23.4,
108,서울,2018-08-25 23:00,22.9,
108,서울,2018-08-26 00:00,22.8,
108,서울,2018-08-26 01:00,22.5,
108,서울,2018-08-26 02:00,22.1,
108,서울,2018-08-26 03:00,21.6,
108,서울,2018-08-26 04:00,21.2,
108,서울,2018-08-26 05:00,20.7,
108,서울,2018-08-26 06:00,20.4,
108,서울,2018-08-26 07:00,20.7,
108,서울,2018-08-26 08:00,22.1,
108,서울,2018-08-26 09:00,24.2,
108,서울,2018-08-26 10:00,26.3,
108,서울,2018-08-26 11:00,28,
108,서울,2018-08-26 12:00,28.9,
108,서울,2018-08-26 13:00,27.8,0
108,서울,2018-08-26 14:00,25.8,.1
108,서울,2018-08-26 15:00,24.3,0
108,서울,2018-08-26 16:00,23.5,.1
108,서울,2018-08-26 17:00,23.5,0
108,서울,2018-08-26 18:00,23.4,
108,서울,2018-08-26 19:00,22.7,
108,서울,2018-08-26 20:00,22.4,
108,서울,2018-08-26 21:00,22.5,
108,서울,2018-08-26 22:00,21.2,1.3
108,서울,2018-08-26 23:00,20.8,.5
108,서울,2018-08-27 00:00,20.5,0
108,서울,2018-08-27 01:00,20.5,1.5
108,서울,2018-08-27 02:00,20.3,1
108,서울,2018-08-27 03:00,20.3,1.5
108,서울,2018-08-27 04:00,20.5,3.5
108,서울,2018-08-27 05:00,20.5,3
108,서울,2018-08-27 06:00,20.6,1
108,서울,2018-08-27 07:00,20.8,2
108,서울,2018-08-27 08:00,21.3,.5
108,서울,2018-08-27 09:00,21.5,.5
108,서울,2018-08-27 10:00,21.7,2.5
108,서울,2018-08-27 11:00,22,.5
108,서울,2018-08-27 12:00,22.6,1
108,서울,2018-08-27 13:00,22.9,.5
108,서울,2018-08-27 14:00,23.3,.5
108,서울,2018-08-27 15:00,24.4,0
108,서울,2018-08-27 16:00,24.7,0
108,서울,2018-08-27 17:00,24.9,0
108,서울,2018-08-27 18:00,24.8,
108,서울,2018-08-27 19:00,24.7,
108,서울,2018-08-27 20:00,24.4,
108,서울,2018-08-27 21:00,23.9,
108,서울,2018-08-27 22:00,23.5,
108,서울,2018-08-27 23:00,23.6,
108,서울,2018-08-28 00:00,23.5,
108,서울,2018-08-28 01:00,23.1,
108,서울,2018-08-28 02:00,23.2,
108,서울,2018-08-28 03:00,22.9,
108,서울,2018-08-28 04:00,22.6,
108,서울,2018-08-28 05:00,22.5,
108,서울,2018-08-28 06:00,22.5,
108,서울,2018-08-28 07:00,22.6,
108,서울,2018-08-28 08:00,23.4,
108,서울,2018-08-28 09:00,24.2,0
108,서울,2018-08-28 10:00,25.4,0
108,서울,2018-08-28 11:00,25.9,
108,서울,2018-08-28 12:00,25.2,2
108,서울,2018-08-28 13:00,24.6,9.5
108,서울,2018-08-28 14:00,24.9,4
108,서울,2018-08-28 15:00,25.2,.5
108,서울,2018-08-28 16:00,25,2.5
108,서울,2018-08-28 17:00,24.8,2.5
108,서울,2018-08-28 18:00,24.3,18.5
108,서울,2018-08-28 19:00,23.9,7
108,서울,2018-08-28 20:00,23.3,15.5
108,서울,2018-08-28 21:00,22.9,29.5
108,서울,2018-08-28 22:00,22.9,.5
108,서울,2018-08-28 23:00,22.8,3.5
108,서울,2018-08-29 00:00,22.7,1
108,서울,2018-08-29 01:00,22.8,.5
108,서울,2018-08-29 02:00,24.2,
108,서울,2018-08-29 03:00,24.5,
108,서울,2018-08-29 04:00,24.6,
108,서울,2018-08-29 05:00,24.6,0
108,서울,2018-08-29 06:00,24.7,0
108,서울,2018-08-29 07:00,25,
108,서울,2018-08-29 08:00,25.3,
108,서울,2018-08-29 09:00,25.8,
108,서울,2018-08-29 10:00,26.4,
108,서울,2018-08-29 11:00,26.9,
108,서울,2018-08-29 12:00,27.4,
108,서울,2018-08-29 13:00,27.1,
108,서울,2018-08-29 14:00,26.8,0
108,서울,2018-08-29 15:00,26.9,0
108,서울,2018-08-29 16:00,27,0
108,서울,2018-08-29 17:00,24.6,1.5
108,서울,2018-08-29 18:00,23.9,1.5
108,서울,2018-08-29 19:00,23.5,6.5
108,서울,2018-08-29 20:00,23.4,21
108,서울,2018-08-29 21:00,23.7,5.5
108,서울,2018-08-29 22:00,24.3,4.5
108,서울,2018-08-29 23:00,24.2,1
108,서울,2018-08-30 00:00,24.7,0
108,서울,2018-08-30 01:00,24.9,.5
108,서울,2018-08-30 02:00,24.7,6.5
108,서울,2018-08-30 03:00,24.1,1.5
108,서울,2018-08-30 04:00,23.9,0
108,서울,2018-08-30 05:00,24,.5
108,서울,2018-08-30 06:00,24.2,0
108,서울,2018-08-30 07:00,24.3,
108,서울,2018-08-30 08:00,24.6,
108,서울,2018-08-30 09:00,25,
108,서울,2018-08-30 10:00,26.1,
108,서울,2018-08-30 11:00,26.2,
108,서울,2018-08-30 12:00,27,
108,서울,2018-08-30 13:00,28.2,
108,서울,2018-08-30 14:00,27.5,
108,서울,2018-08-30 15:00,27.2,
108,서울,2018-08-30 16:00,27.6,
108,서울,2018-08-30 17:00,26.8,
108,서울,2018-08-30 18:00,26.1,0
108,서울,2018-08-30 19:00,25.1,.5
108,서울,2018-08-30 20:00,24.9,0
108,서울,2018-08-30 21:00,24.8,
108,서울,2018-08-30 22:00,24.6,
108,서울,2018-08-30 23:00,24.3,
108,서울,2018-08-31 00:00,23.9,
